yr,mon,d,forks
2024,4,20,2
2024,4,21,5
2024,4,22,4
2024,4,23,8
2024,4,24,4
2024,4,25,7
2024,4,26,3
2024,4,27,4
2024,4,28,4
2024,4,29,5
2024,4,30,8
2024,5,1,3
2024,5,2,5
2024,5,3,8
2024,5,4,6
2024,5,5,4
2024,5,6,5
2024,5,7,4
2024,5,8,6
2024,5,9,4
2024,5,10,3
2024,5,11,4
2024,5,12,1
2024,5,13,6
2024,5,14,6
2024,5,15,9
2024,5,16,11
2024,5,17,3
2024,5,18,6
2024,5,19,1
2024,5,20,7
2024,5,21,5
2024,5,22,4
2024,5,23,4
2024,5,24,4
2024,5,25,1
2024,5,26,8
2024,5,27,1
2024,5,28,5
2024,5,29,5
2024,5,30,7
2024,5,31,8
2024,6,1,2
2024,6,2,2
2024,6,3,6
2024,6,4,3
2024,6,5,2
2024,6,6,4
2024,6,7,2
2024,6,8,2
2024,6,9,1
2024,6,10,3
2024,6,11,4
2024,6,12,9
2024,6,13,5
2024,6,14,5
2024,6,15,4
2024,6,16,3
2024,6,17,4
2024,6,18,8
2024,6,19,11
2024,6,20,4
2024,6,21,6
2024,6,22,3
2024,6,23,2
2024,6,24,6
2024,6,25,4
2024,6,26,4
2024,6,27,8
2024,6,28,3
2024,6,29,3
2024,6,30,6
2024,7,1,5
2024,7,2,4
2024,7,3,4
2024,7,4,5
2024,7,5,6
2024,7,6,2
2024,7,7,4
2024,7,8,3
2024,7,9,5
2024,7,10,3
2024,7,11,4
2024,7,12,3
2024,7,14,3
2024,7,15,3
2024,7,16,6
2024,7,17,5
2024,7,18,7
2024,7,19,8
2024,7,20,4
2024,7,21,3
2024,7,22,6
2024,7,23,2
2024,7,24,7
2024,7,25,7
2024,7,26,7
2024,7,27,6
2024,7,28,6
2024,7,29,7
2024,7,30,6
2024,7,31,6
2024,8,1,9
2024,8,2,5
2024,8,3,2
2024,8,4,6
2024,8,5,8
2024,8,6,2
2024,8,7,5
2024,8,8,5
2024,8,9,6
2024,8,10,3
2024,8,11,3
2024,8,12,5
2024,8,13,5
2024,8,14,8
2024,8,15,5
2024,8,16,7
2024,8,17,1
2024,8,18,2
2024,8,19,8
2024,8,20,10
2024,8,21,5
2024,8,22,3
2024,8,23,2
2024,8,24,3
2024,8,25,4
2024,8,26,6
2024,8,27,6
2024,8,28,5
2024,8,29,3
2024,8,30,13
2024,8,31,6
2024,9,1,3
2024,9,2,8
2024,9,3,4
2024,9,4,4
2024,9,5,7
2024,9,6,4
2024,9,7,7
2024,9,8,6
2024,9,9,3
2024,9,10,11
2024,9,11,5
2024,9,12,5
2024,9,13,10
2024,9,14,3
2024,9,15,6
2024,9,16,3
2024,9,17,7
2024,9,18,6
2024,9,19,9
2024,9,20,5
2024,9,21,4
2024,9,22,5
2024,9,23,7
2024,9,24,9
2024,9,25,5
2024,9,26,5
2024,9,27,2
2024,9,28,6
2024,9,29,2
2024,9,30,3
2024,10,1,3
2024,10,2,6
2024,10,3,8
2024,10,4,1
2024,10,5,5
2024,10,6,3
2024,10,7,4
2024,10,8,6
2024,10,9,4
2024,10,10,7
2024,10,11,7
2024,10,12,13
2024,10,13,4
2024,10,14,6
2024,10,15,5
2024,10,16,3
2024,10,17,3
2024,10,18,3
2024,10,19,5
2024,10,20,1
2024,10,21,5
2024,10,22,6
2024,10,23,5
2024,10,24,3
2024,10,25,4
2024,10,26,4
2024,10,27,6
2024,10,28,6
2024,10,29,14
2024,10,30,22
2024,10,31,9
2024,11,1,12
2024,11,2,5
2024,11,3,9
2024,11,4,11
2024,11,5,3
2024,11,6,3
2024,11,7,6
2024,11,8,5
2024,11,9,7
2024,11,10,3
2024,11,11,1
2024,11,12,4
2024,11,13,10
2024,11,14,4
2024,11,15,2
2024,11,16,3
2024,11,17,5
2024,11,18,4
2024,11,19,3
2024,11,20,4
2024,11,21,5
2024,11,22,2
2024,11,23,1
2024,11,24,1
2024,11,25,4
2024,11,26,4
2024,11,27,6
2024,11,28,4
2024,11,29,7
2024,11,30,1
2024,12,1,4
2024,12,2,10
2024,12,3,7
2024,12,4,1
2024,12,5,5
2024,12,6,4
2024,12,7,2
2024,12,8,2
2024,12,9,4
2024,12,10,1
2024,12,11,2
2024,12,12,6
2024,12,13,1
2024,12,14,4
2024,12,15,4
2024,12,16,5
2024,12,17,6
2024,12,18,3
2024,12,19,5
2024,12,20,2
2024,12,22,1
2024,12,23,5
2024,12,24,7
2024,12,25,5
2024,12,26,4
2024,12,27,3
2024,12,28,8
2024,12,29,4
2024,12,30,3
2024,12,31,2
2025,1,2,3
2025,1,3,3
2025,1,4,3
2025,1,5,2
2025,1,6,9
2025,1,7,2
2025,1,8,5
2025,1,9,4
2025,1,10,4
2025,1,12,4
2025,1,13,1
2025,1,14,4
2025,1,15,3
2025,1,16,5
2025,1,17,4
2025,1,18,4
2025,1,19,2
2025,1,20,6
2025,1,21,8
2025,1,22,3
2025,1,23,6
2025,1,24,7
2025,1,25,3
2025,1,26,2
2025,1,27,2
2025,1,28,5
2025,1,29,6
2025,1,30,6
2025,1,31,2
2025,2,1,1
2025,2,2,6
2025,2,3,6
2025,2,4,2
2025,2,5,4
2025,2,6,4
2025,2,7,5
2025,2,8,5
2025,2,9,3
2025,2,10,1
2025,2,11,5
2025,2,12,3
2025,2,13,3
2025,2,14,1
2025,2,15,5
2025,2,16,2
2025,2,17,2
2025,2,18,1
2025,2,19,5
2025,2,20,6
2025,2,21,4
2025,2,22,1
2025,2,23,2
2025,2,24,7
2025,2,25,4
2025,2,26,2
2025,2,27,5
2025,2,28,2
2025,3,1,8
2025,3,2,2
2025,3,3,4
2025,3,4,5
2025,3,5,6
2025,3,7,4
2025,3,8,2
2025,3,9,2
2025,3,10,4
2025,3,11,3
2025,3,12,2
2025,3,13,6
2025,3,14,3
2025,3,15,4
2025,3,16,2
2025,3,17,6
2025,3,18,3
2025,3,19,1
2025,3,20,5
2025,3,21,3
2025,3,22,3
2025,3,23,6
2025,3,24,3
2025,3,25,5
2025,3,26,4
2025,3,27,5
2025,3,28,8
2025,3,29,3
2025,3,30,6
2025,3,31,9
