yr,mon,d,forks
2024,12,3,7
2024,12,4,2
2024,12,5,1
2024,12,6,2
2024,12,7,2
2024,12,8,4
2024,12,9,3
2024,12,10,9
2024,12,11,2
2024,12,12,3
2024,12,13,6
2024,12,14,7
2024,12,15,6
2024,12,16,3
2024,12,17,2
2024,12,18,5
2024,12,19,4
2024,12,20,8
2024,12,21,1
2024,12,22,2
2024,12,23,1
2024,12,25,2
2024,12,26,5
2024,12,27,1
2024,12,28,1
2024,12,29,2
2024,12,30,1
2024,12,31,3
2025,1,1,3
2025,1,3,1
2025,1,4,2
2025,1,5,2
2025,1,6,1
2025,1,7,1
2025,1,8,5
2025,1,9,6
2025,1,10,3
2025,1,11,1
2025,1,12,3
2025,1,13,1
2025,1,14,3
2025,1,16,2
2025,1,17,3
2025,1,18,2
2025,1,19,2
2025,1,20,6
2025,1,21,1
2025,1,22,4
2025,1,23,2
2025,1,24,2
2025,1,25,1
2025,1,27,3
2025,1,28,3
2025,1,29,4
2025,1,31,2
2025,2,1,5
2025,2,2,1
2025,2,3,4
2025,2,4,2
2025,2,5,1
2025,2,6,1
2025,2,7,3
2025,2,8,3
2025,2,9,2
2025,2,11,6
2025,2,12,2
2025,2,13,2
2025,2,14,4
2025,2,15,5
2025,2,16,2
2025,2,17,1
2025,2,18,2
2025,2,19,3
2025,2,21,1
2025,2,23,5
2025,2,24,3
2025,2,25,2
2025,2,26,2
2025,2,27,2
2025,2,28,1
2025,3,1,2
2025,3,2,6
2025,3,3,7
2025,3,4,5
2025,3,6,3
2025,3,7,1
2025,3,8,5
2025,3,9,2
2025,3,10,3
2025,3,11,4
2025,3,12,1
2025,3,13,2
2025,3,14,3
2025,3,15,2
2025,3,16,1
2025,3,17,5
2025,3,18,1
2025,3,19,3
2025,3,20,1
2025,3,21,4
2025,3,22,1
2025,3,23,2
2025,3,24,2
2025,3,25,3
2025,3,26,4
2025,3,27,5
2025,3,28,3
2025,3,29,3
2025,3,30,1
2025,3,31,2
2025,4,1,5
2025,4,2,3
