yr,mon,d,forks
2024,7,28,3
2024,7,29,2
2024,7,30,3
2024,7,31,3
2024,8,1,1
2024,8,2,2
2024,8,3,2
2024,8,4,1
2024,8,5,1
2024,8,6,2
2024,8,7,2
2024,8,8,1
2024,8,9,2
2024,8,10,2
2024,8,11,3
2024,8,12,1
2024,8,13,2
2024,8,14,2
2024,8,15,6
2024,8,16,6
2024,8,17,2
2024,8,18,2
2024,8,19,4
2024,8,20,2
2024,8,21,3
2024,8,22,1
2024,8,23,3
2024,8,24,2
2024,8,25,2
2024,8,26,2
2024,8,27,1
2024,8,28,1
2024,8,29,4
2024,8,30,1
2024,9,1,2
2024,9,2,1
2024,9,3,1
2024,9,4,1
2024,9,7,1
2024,9,8,1
2024,9,9,1
2024,9,10,4
2024,9,11,3
2024,9,12,6
2024,9,13,2
2024,9,14,2
2024,9,16,2
2024,9,17,1
2024,9,18,2
2024,9,19,3
2024,9,20,2
2024,9,21,5
2024,9,22,1
2024,9,24,2
2024,9,25,4
2024,9,26,1
2024,9,27,2
2024,9,28,1
2024,9,29,2
2024,9,30,2
2024,10,1,1
2024,10,2,2
2024,10,3,2
2024,10,4,2
2024,10,5,2
2024,10,7,2
2024,10,8,3
2024,10,9,4
2024,10,10,6
2024,10,11,1
2024,10,12,1
2024,10,14,3
2024,10,15,4
2024,10,18,4
2024,10,19,4
2024,10,20,3
2024,10,21,6
2024,10,22,3
2024,10,23,5
2024,10,24,3
2024,10,25,3
2024,10,26,1
2024,10,27,1
2024,10,28,3
2024,10,29,2
2024,10,30,3
2024,10,31,1
2024,11,1,1
2024,11,2,2
2024,11,3,1
2024,11,4,4
2024,11,6,1
2024,11,7,1
2024,11,8,2
2024,11,10,1
2024,11,11,2
2024,11,12,2
2024,11,14,1
2024,11,16,1
2024,11,17,2
2024,11,18,2
2024,11,19,5
2024,11,20,1
2024,11,21,2
2024,11,23,1
2024,11,26,1
2024,11,27,1
2024,11,28,3
2024,11,29,5
2024,11,30,2
2024,12,1,5
2024,12,2,4
2024,12,3,2
2024,12,4,2
2024,12,5,1
2024,12,6,1
2024,12,10,1
2024,12,11,3
2024,12,12,1
2024,12,13,1
2024,12,14,1
2024,12,16,1
2024,12,17,2
2024,12,18,2
2024,12,19,2
2024,12,20,3
2024,12,22,1
2024,12,24,1
2024,12,26,1
2024,12,27,1
2024,12,29,3
2024,12,30,1
2024,12,31,2
2025,1,1,2
2025,1,2,5
2025,1,3,3
2025,1,4,2
2025,1,5,1
2025,1,6,3
2025,1,7,1
2025,1,8,1
2025,1,9,1
2025,1,10,6
2025,1,11,2
2025,1,12,1
2025,1,14,1
2025,1,15,2
2025,1,16,5
2025,1,17,4
2025,1,18,7
2025,1,19,6
2025,1,20,1
2025,1,21,2
2025,1,22,3
2025,1,23,2
2025,1,24,2
2025,1,25,1
2025,1,27,2
2025,1,28,2
2025,1,29,3
2025,1,30,2
2025,1,31,2
2025,2,1,1
2025,2,2,2
2025,2,4,1
2025,2,5,5
2025,2,6,2
2025,2,7,6
2025,2,8,3
2025,2,10,1
2025,2,11,2
2025,2,12,2
2025,2,13,3
2025,2,14,4
2025,2,15,4
2025,2,16,2
2025,2,17,4
2025,2,20,3
2025,2,21,3
2025,2,22,2
2025,2,23,1
2025,2,24,2
2025,2,25,4
2025,2,26,2
2025,2,27,2
2025,3,1,1
2025,3,2,4
2025,3,3,6
2025,3,4,5
2025,3,5,9
2025,3,6,11
2025,3,7,3
2025,3,8,1
2025,3,9,2
2025,3,10,1
2025,3,11,1
2025,3,12,2
2025,3,13,5
2025,3,14,2
2025,3,15,4
2025,3,17,1
2025,3,18,1
2025,3,19,2
2025,3,20,5
2025,3,21,5
2025,3,22,3
2025,3,23,1
2025,3,24,3
2025,3,25,2
2025,3,26,1
2025,3,27,2
2025,3,28,2
2025,3,29,1
2025,3,30,3
