yr,mon,d,stars
2024,4,15,12
2024,4,16,12
2024,4,17,7
2024,4,18,12
2024,4,19,15
2024,4,20,8
2024,4,21,6
2024,4,22,5
2024,4,23,6
2024,4,24,14
2024,4,25,13
2024,4,26,16
2024,4,27,12
2024,4,28,9
2024,4,29,16
2024,4,30,11
2024,5,1,9
2024,5,2,14
2024,5,3,6
2024,5,4,7
2024,5,5,5
2024,5,6,6
2024,5,7,3
2024,5,8,16
2024,5,9,9
2024,5,10,16
2024,5,11,19
2024,5,12,7
2024,5,13,10
2024,5,14,5
2024,5,15,8
2024,5,16,14
2024,5,17,6
2024,5,18,3
2024,5,19,8
2024,5,20,5
2024,5,21,8
2024,5,22,6
2024,5,23,7
2024,5,24,12
2024,5,25,9
2024,5,26,6
2024,5,27,5
2024,5,28,9
2024,5,29,12
2024,5,30,11
2024,5,31,11
2024,6,1,6
2024,6,2,8
2024,6,3,8
2024,6,4,10
2024,6,5,8
2024,6,6,8
2024,6,7,8
2024,6,8,9
2024,6,9,3
2024,6,10,7
2024,6,11,11
2024,6,12,7
2024,6,13,11
2024,6,14,6
2024,6,15,6
2024,6,16,8
2024,6,17,11
2024,6,18,13
2024,6,19,13
2024,6,20,7
2024,6,21,14
2024,6,22,8
2024,6,23,5
2024,6,24,8
2024,6,25,13
2024,6,26,14
2024,6,27,9
2024,6,28,12
2024,6,29,4
2024,6,30,6
2024,7,1,13
2024,7,2,11
2024,7,3,11
2024,7,4,16
2024,7,5,13
2024,7,6,10
2024,7,7,5
2024,7,8,7
2024,7,9,11
2024,7,10,10
2024,7,11,6
2024,7,12,13
2024,7,13,5
2024,7,14,8
2024,7,15,5
2024,7,16,12
2024,7,17,10
2024,7,18,7
2024,7,19,9
2024,7,20,12
2024,7,21,7
2024,7,22,6
2024,7,23,8
2024,7,24,9
2024,7,25,18
2024,7,26,4
2024,7,27,7
2024,7,28,9
2024,7,29,11
2024,7,30,19
2024,7,31,11
2024,8,1,7
2024,8,2,11
2024,8,3,8
2024,8,4,10
2024,8,5,9
2024,8,6,7
2024,8,7,8
2024,8,8,14
2024,8,9,11
2024,8,10,10
2024,8,11,4
2024,8,12,7
2024,8,13,10
2024,8,14,12
2024,8,15,11
2024,8,16,13
2024,8,17,11
2024,8,18,9
2024,8,19,8
2024,8,20,8
2024,8,21,14
2024,8,22,11
2024,8,23,9
2024,8,24,8
2024,8,25,8
2024,8,26,10
2024,8,27,9
2024,8,28,15
2024,8,29,11
2024,8,30,10
2024,8,31,7
2024,9,1,7
2024,9,2,10
2024,9,3,7
2024,9,4,9
2024,9,5,15
2024,9,6,13
2024,9,7,14
2024,9,8,12
2024,9,9,20
2024,9,10,28
2024,9,11,65
2024,9,12,65
2024,9,13,11
2024,9,14,9
2024,9,15,11
2024,9,16,8
2024,9,17,10
2024,9,18,9
2024,9,19,15
2024,9,20,13
2024,9,21,16
2024,9,22,12
2024,9,23,13
2024,9,24,14
2024,9,25,8
2024,9,26,8
2024,9,27,11
2024,9,28,6
2024,9,29,6
2024,9,30,7
2024,10,1,11
2024,10,2,9
2024,10,3,5
2024,10,4,10
2024,10,5,7
2024,10,6,10
2024,10,7,14
2024,10,8,3
2024,10,9,16
2024,10,10,8
2024,10,11,6
2024,10,12,14
2024,10,13,7
2024,10,14,6
2024,10,15,7
2024,10,16,4
2024,10,17,7
2024,10,18,10
2024,10,19,12
2024,10,20,4
2024,10,21,11
2024,10,22,11
2024,10,23,11
2024,10,24,12
2024,10,25,10
2024,10,26,6
2024,10,27,14
2024,10,28,13
2024,10,29,7
2024,10,30,8
2024,10,31,10
2024,11,1,11
2024,11,2,8
2024,11,3,9
2024,11,4,9
2024,11,5,11
2024,11,6,14
2024,11,7,12
2024,11,8,7
2024,11,9,5
2024,11,10,11
2024,11,11,10
2024,11,12,16
2024,11,13,13
2024,11,14,6
2024,11,15,10
2024,11,16,5
2024,11,17,5
2024,11,18,5
2024,11,19,14
2024,11,20,12
2024,11,21,5
2024,11,22,10
2024,11,23,10
2024,11,24,5
2024,11,25,6
2024,11,26,10
2024,11,27,11
2024,11,28,99
2024,11,29,119
2024,11,30,61
2024,12,1,8
2024,12,2,9
2024,12,3,13
2024,12,4,13
2024,12,5,10
2024,12,6,4
2024,12,7,8
2024,12,8,5
2024,12,9,9
2024,12,10,3
2024,12,11,7
2024,12,12,11
2024,12,13,8
2024,12,14,7
2024,12,15,4
2024,12,16,10
2024,12,17,12
2024,12,18,12
2024,12,19,15
2024,12,20,13
2024,12,21,6
2024,12,22,12
2024,12,23,10
2024,12,24,11
2024,12,25,10
2024,12,26,8
2024,12,27,16
2024,12,28,10
2024,12,29,7
2024,12,30,5
2024,12,31,11
2025,1,1,3
2025,1,2,20
2025,1,3,60
2025,1,4,50
2025,1,5,10
2025,1,6,11
2025,1,7,10
2025,1,8,8
2025,1,9,8
2025,1,10,7
2025,1,11,2
2025,1,12,6
2025,1,13,9
2025,1,14,6
2025,1,15,4
2025,1,16,11
2025,1,17,59
2025,1,18,101
2025,1,19,59
2025,1,20,20
2025,1,21,35
2025,1,22,27
2025,1,23,42
2025,1,24,34
2025,1,25,16
2025,1,26,9
2025,1,27,14
2025,1,28,5
2025,1,29,11
2025,1,30,10
2025,1,31,11
2025,2,1,15
2025,2,2,4
2025,2,3,11
2025,2,4,14
2025,2,5,17
2025,2,6,11
2025,2,7,11
2025,2,8,8
2025,2,9,15
2025,2,10,8
2025,2,11,9
2025,2,12,13
2025,2,13,8
2025,2,14,7
2025,2,15,19
2025,2,16,16
2025,2,17,12
2025,2,18,11
2025,2,19,9
2025,2,20,8
2025,2,21,10
2025,2,22,8
2025,2,23,8
2025,2,24,13
2025,2,25,12
2025,2,26,15
2025,2,27,18
2025,2,28,5
2025,3,1,6
2025,3,2,8
2025,3,3,14
2025,3,4,55
2025,3,5,99
2025,3,6,98
2025,3,7,69
2025,3,8,12
2025,3,9,17
2025,3,10,7
2025,3,11,11
2025,3,12,15
2025,3,13,15
2025,3,14,10
2025,3,15,5
2025,3,16,8
2025,3,17,11
2025,3,18,8
2025,3,19,14
2025,3,20,6
2025,3,21,8
2025,3,22,5
2025,3,23,6
2025,3,24,12
2025,3,25,5
2025,3,26,15
2025,3,27,14
2025,3,28,10
2025,3,29,6
2025,3,30,6
2025,3,31,8
2025,4,1,12
