yr,mon,d,stars
2023,4,26,13
2023,4,27,19
2023,4,28,15
2023,4,29,11
2023,4,30,9
2023,5,1,11
2023,5,2,8
2023,5,3,10
2023,5,4,20
2023,5,5,28
2023,5,6,19
2023,5,7,11
2023,5,8,17
2023,5,9,14
2023,5,10,18
2023,5,11,16
2023,5,12,22
2023,5,13,8
2023,5,14,18
2023,5,15,20
2023,5,16,14
2023,5,17,34
2023,5,18,17
2023,5,19,13
2023,5,20,4
2023,5,21,10
2023,5,22,12
2023,5,23,11
2023,5,24,17
2023,5,25,14
2023,5,26,13
2023,5,27,4
2023,5,28,8
2023,5,29,26
2023,5,30,15
2023,5,31,13
2023,6,1,17
2023,6,2,11
2023,6,3,9
2023,6,4,7
2023,6,5,14
2023,6,6,12
2023,6,7,13
2023,6,8,19
2023,6,9,21
2023,6,10,16
2023,6,11,9
2023,6,12,11
2023,6,13,11
2023,6,14,20
2023,6,15,17
2023,6,16,19
2023,6,17,5
2023,6,18,13
2023,6,19,14
2023,6,20,10
2023,6,21,19
2023,6,22,10
2023,6,23,10
2023,6,24,7
2023,6,25,10
2023,6,26,15
2023,6,27,15
2023,6,28,27
2023,6,29,9
2023,6,30,9
2023,7,1,4
2023,7,2,6
2023,7,3,8
2023,7,4,9
2023,7,5,8
2023,7,6,18
2023,7,7,13
2023,7,8,12
2023,7,9,6
2023,7,10,13
2023,7,11,13
2023,7,12,20
2023,7,13,13
2023,7,14,16
2023,7,15,4
2023,7,16,10
2023,7,17,13
2023,7,18,11
2023,7,19,9
2023,7,20,12
2023,7,21,16
2023,7,22,9
2023,7,23,11
2023,7,24,18
2023,7,25,17
2023,7,26,15
2023,7,27,9
2023,7,28,26
2023,7,29,12
2023,7,30,10
2023,7,31,10
2023,8,1,12
2023,8,2,18
2023,8,3,20
2023,8,4,22
2023,8,5,9
2023,8,6,7
2023,8,7,15
2023,8,8,9
2023,8,9,14
2023,8,10,17
2023,8,11,7
2023,8,12,8
2023,8,13,13
2023,8,14,14
2023,8,15,14
2023,8,16,27
2023,8,17,25
2023,8,18,13
2023,8,19,11
2023,8,20,8
2023,8,21,13
2023,8,22,16
2023,8,23,16
2023,8,24,17
2023,8,25,14
2023,8,26,9
2023,8,27,4
2023,8,28,11
2023,8,29,17
2023,8,30,15
2023,8,31,19
2023,9,1,14
2023,9,2,7
2023,9,3,4
2023,9,4,9
2023,9,5,13
2023,9,6,15
2023,9,7,18
2023,9,8,12
2023,9,9,13
2023,9,10,14
2023,9,11,19
2023,9,12,13
2023,9,13,17
2023,9,14,17
2023,9,15,15
2023,9,16,11
2023,9,17,6
2023,9,18,16
2023,9,19,11
2023,9,20,15
2023,9,21,13
2023,9,22,23
2023,9,23,14
2023,9,24,10
2023,9,25,13
2023,9,26,10
2023,9,27,14
2023,9,28,16
2023,9,29,12
2023,9,30,8
2023,10,1,7
2023,10,2,8
2023,10,3,10
2023,10,4,9
2023,10,5,13
2023,10,6,13
2023,10,7,15
2023,10,8,10
2023,10,9,11
2023,10,10,10
2023,10,11,12
2023,10,12,14
2023,10,13,15
2023,10,14,14
2023,10,15,14
2023,10,16,17
2023,10,17,15
2023,10,18,18
2023,10,19,12
2023,10,20,13
2023,10,21,8
2023,10,22,12
2023,10,23,22
2023,10,24,18
2023,10,25,18
2023,10,26,15
2023,10,27,15
2023,10,28,13
2023,10,29,8
2023,10,30,16
2023,10,31,19
2023,11,1,19
2023,11,2,21
2023,11,3,14
2023,11,4,9
2023,11,5,8
2023,11,6,17
2023,11,7,19
2023,11,8,17
2023,11,9,6
2023,11,10,9
2023,11,11,7
2023,11,12,9
2023,11,13,12
2023,11,14,13
2023,11,15,15
2023,11,16,16
2023,11,17,24
2023,11,18,16
2023,11,19,11
2023,11,20,15
2023,11,21,14
2023,11,22,20
2023,11,23,12
2023,11,24,14
2023,11,25,10
2023,11,26,10
2023,11,27,6
2023,11,28,13
2023,11,29,11
2023,11,30,8
2023,12,1,8
2023,12,2,12
2023,12,3,8
2023,12,4,4
2023,12,5,10
2023,12,6,10
2023,12,7,11
2023,12,8,9
2023,12,9,8
2023,12,10,12
2023,12,11,10
2023,12,12,16
2023,12,13,18
2023,12,14,21
2023,12,15,13
2023,12,16,14
2023,12,17,20
2023,12,18,22
2023,12,19,13
2023,12,20,24
2023,12,21,18
2023,12,22,10
2023,12,23,8
2023,12,24,9
2023,12,25,16
2023,12,26,13
2023,12,27,13
2023,12,28,11
2023,12,29,11
2023,12,30,10
2023,12,31,2
2024,1,1,9
2024,1,2,15
2024,1,3,16
2024,1,4,13
2024,1,5,16
2024,1,6,11
2024,1,7,9
2024,1,8,12
2024,1,9,14
2024,1,10,12
2024,1,11,15
2024,1,12,13
2024,1,13,7
2024,1,14,9
2024,1,15,16
2024,1,16,23
2024,1,17,23
2024,1,18,15
2024,1,19,11
2024,1,20,14
2024,1,21,12
2024,1,22,18
2024,1,23,18
2024,1,24,12
2024,1,25,16
2024,1,26,12
2024,1,27,11
2024,1,28,15
2024,1,29,17
2024,1,30,15
2024,1,31,10
2024,2,1,7
2024,2,2,19
2024,2,3,11
2024,2,4,8
2024,2,5,21
2024,2,6,14
2024,2,7,16
2024,2,8,12
2024,2,9,12
